config,benchmark,mode,il1_miss_rate,dl1_miss_rate,ul2_miss_rate,sim_num_insn,sim_elapsed_time,sim_CPI,vc_lookups,vc_hits,vc_hit_rate,mc_lookups,mc_hits,mc_hit_rate,sb_lookups,sb_hits,sb_hit_rate,sb_prefetches,ul2_d_accesses,ul2_i_accesses,ul2_total_accesses,source_csv
stream_d2__dl1:256:32:1:l__ul2:16384:64:4:l,test-fmath,stream,0.0110,0.0347,1.0000,53949,1,,0,0,,0,0,,580,200,0.3448,380,1028,592,1620,results/ss/stream_d2__dl1:256:32:1:l__ul2:16384:64:4:l/ss_stream.csv
stream_d2__dl1:256:32:1:l__ul2:16384:64:4:l,test-llong,stream,0.0101,0.0457,1.0000,30132,1,,0,0,,0,0,,481,200,0.4158,281,768,305,1073,results/ss/stream_d2__dl1:256:32:1:l__ul2:16384:64:4:l/ss_stream.csv
stream_d2__dl1:256:32:1:l__ul2:16384:64:4:l,test-lswlr,stream,0.0270,0.0963,1.0000,9367,1,,0,0,,0,0,,461,201,0.4360,260,712,253,965,results/ss/stream_d2__dl1:256:32:1:l__ul2:16384:64:4:l/ss_stream.csv
stream_d2__dl1:256:32:1:l__ul2:16384:64:4:l,test-math,stream,0.0042,0.0140,1.0000,214193,1,,0,0,,0,0,,806,221,0.2742,585,1586,907,2493,results/ss/stream_d2__dl1:256:32:1:l__ul2:16384:64:4:l/ss_stream.csv
miss_stream_mc8_d4__dl1:64:32:1:l__ul2:8192:64:4:l,test-fmath,miss_stream,0.0110,0.0468,1.0000,53949,1,,0,0,,782,176,0.2251,606,310,0.5116,888,1759,592,2351,results/ss/miss_stream_mc8_d4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:64:32:1:l__ul2:8192:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,53,0.0972,492,303,0.6159,567,1185,305,1490,results/ss/miss_stream_mc8_d4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:64:32:1:l__ul2:8192:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,16,0.0329,470,301,0.6404,507,1074,253,1327,results/ss/miss_stream_mc8_d4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:64:32:1:l__ul2:8192:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,493,0.2426,1539,365,0.2372,3522,6023,907,6930,results/ss/miss_stream_mc8_d4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:64:32:1:l__ul2:8192:64:4:l,test-fmath,miss_stream,0.0110,0.0468,1.0000,53949,1,,0,0,,782,176,0.2251,606,310,0.5116,888,1759,592,2351,results/ss/miss_stream_mc8_d4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:64:32:1:l__ul2:8192:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,53,0.0972,492,303,0.6159,567,1185,305,1490,results/ss/miss_stream_mc8_d4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:64:32:1:l__ul2:8192:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,16,0.0329,470,301,0.6404,507,1074,253,1327,results/ss/miss_stream_mc8_d4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:64:32:1:l__ul2:8192:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,493,0.2426,1539,365,0.2372,3522,6023,907,6930,results/ss/miss_stream_mc8_d4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:1024:32:1:l__ul2:8192:64:4:l,test-fmath,miss_stream,0.0110,0.0282,1.0000,53949,1,,0,0,,471,0,0.0000,471,198,0.4204,273,546,592,1138,results/ss/miss_stream_mc4_d2__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:1024:32:1:l__ul2:8192:64:4:l,test-llong,miss_stream,0.0101,0.0418,1.0000,30132,1,,0,0,,440,0,0.0000,440,198,0.4500,242,484,305,789,results/ss/miss_stream_mc4_d2__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:1024:32:1:l__ul2:8192:64:4:l,test-lswlr,miss_stream,0.0270,0.0909,1.0000,9367,1,,0,0,,435,0,0.0000,435,199,0.4575,236,472,253,725,results/ss/miss_stream_mc4_d2__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:1024:32:1:l__ul2:8192:64:4:l,test-math,miss_stream,0.0042,0.0095,1.0000,214193,1,,0,0,,544,0,0.0000,544,210,0.3860,334,679,907,1586,results/ss/miss_stream_mc4_d2__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:1024:32:1:l__ul2:8192:64:4:l,test-fmath,miss_stream,0.0110,0.0282,1.0000,53949,1,,0,0,,471,0,0.0000,471,198,0.4204,273,546,592,1138,results/ss/miss_stream_mc4_d2__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:1024:32:1:l__ul2:8192:64:4:l,test-llong,miss_stream,0.0101,0.0418,1.0000,30132,1,,0,0,,440,0,0.0000,440,198,0.4500,242,484,305,789,results/ss/miss_stream_mc4_d2__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:1024:32:1:l__ul2:8192:64:4:l,test-lswlr,miss_stream,0.0270,0.0909,1.0000,9367,1,,0,0,,435,0,0.0000,435,199,0.4575,236,472,253,725,results/ss/miss_stream_mc4_d2__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:1024:32:1:l__ul2:8192:64:4:l,test-math,miss_stream,0.0042,0.0095,1.0000,214193,1,,0,0,,544,0,0.0000,544,210,0.3860,334,679,907,1586,results/ss/miss_stream_mc4_d2__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
victim_stream_vc16_d2__dl1:64:32:1:l__ul2:16384:64:4:l,test-fmath,victim_stream,0.0110,0.0468,1.0000,53949,1,,782,117,0.1496,0,0,,665,207,0.3113,458,1491,592,2083,results/ss/victim_stream_vc16_d2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv
victim_stream_vc16_d2__dl1:64:32:1:l__ul2:16384:64:4:l,test-llong,victim_stream,0.0101,0.0518,1.0000,30132,1,,545,35,0.0642,0,0,,510,201,0.3941,309,1047,305,1352,results/ss/victim_stream_vc16_d2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv
victim_stream_vc16_d2__dl1:64:32:1:l__ul2:16384:64:4:l,test-lswlr,victim_stream,0.0270,0.1016,1.0000,9367,1,,486,11,0.0226,0,0,,475,201,0.4232,274,946,253,1199,results/ss/victim_stream_vc16_d2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv
victim_stream_vc16_d2__dl1:64:32:1:l__ul2:16384:64:4:l,test-math,victim_stream,0.0042,0.0353,1.0000,214193,1,,2032,371,0.1826,0,0,,1661,281,0.1692,1380,4087,907,4994,results/ss/victim_stream_vc16_d2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv
stream_d8__dl1:16:32:1:l__ul2:16384:64:4:l,test-fmath,stream,0.0110,0.1086,1.0000,53949,1,,0,0,,0,0,,1814,478,0.2635,9352,11820,592,12412,results/ss/stream_d8__dl1:16:32:1:l__ul2:16384:64:4:l/ss_stream.csv
stream_d8__dl1:16:32:1:l__ul2:16384:64:4:l,test-llong,stream,0.0101,0.0628,1.0000,30132,1,,0,0,,0,0,,661,382,0.5779,1953,2769,305,3074,results/ss/stream_d8__dl1:16:32:1:l__ul2:16384:64:4:l/ss_stream.csv
stream_d8__dl1:16:32:1:l__ul2:16384:64:4:l,test-lswlr,stream,0.0270,0.1120,1.0000,9367,1,,0,0,,0,0,,536,354,0.6604,1274,1922,253,2175,results/ss/stream_d8__dl1:16:32:1:l__ul2:16384:64:4:l/ss_stream.csv
stream_d8__dl1:16:32:1:l__ul2:16384:64:4:l,test-math,stream,0.0042,0.1340,1.0000,214193,1,,0,0,,0,0,,7710,1112,0.1442,46186,57296,907,58203,results/ss/stream_d8__dl1:16:32:1:l__ul2:16384:64:4:l/ss_stream.csv
victim_vc2__dl1:64:32:1:l__ul2:32768:64:4:l,test-fmath,victim,0.0110,0.0468,1.0000,53949,1,,782,53,0.0678,0,0,,0,0,,0,1304,592,1896,results/ss/victim_vc2__dl1:64:32:1:l__ul2:32768:64:4:l/ss_victim.csv
victim_vc2__dl1:64:32:1:l__ul2:32768:64:4:l,test-llong,victim,0.0101,0.0518,1.0000,30132,1,,545,21,0.0385,0,0,,0,0,,0,953,305,1258,results/ss/victim_vc2__dl1:64:32:1:l__ul2:32768:64:4:l/ss_victim.csv
victim_vc2__dl1:64:32:1:l__ul2:32768:64:4:l,test-lswlr,victim,0.0270,0.1016,1.0000,9367,1,,486,8,0.0165,0,0,,0,0,,0,876,253,1129,results/ss/victim_vc2__dl1:64:32:1:l__ul2:32768:64:4:l/ss_victim.csv
victim_vc2__dl1:64:32:1:l__ul2:32768:64:4:l,test-math,victim,0.0042,0.0353,1.0000,214193,1,,2032,80,0.0394,0,0,,0,0,,0,3279,907,4186,results/ss/victim_vc2__dl1:64:32:1:l__ul2:32768:64:4:l/ss_victim.csv
victim_stream_vc2_d8__dl1:16:32:1:l__ul2:32768:64:4:l,test-fmath,victim_stream,0.0110,0.1086,1.0000,53949,1,,1814,150,0.0827,0,0,,1664,474,0.2849,8330,10652,592,11244,results/ss/victim_stream_vc2_d8__dl1:16:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d8__dl1:16:32:1:l__ul2:32768:64:4:l,test-llong,victim_stream,0.0101,0.0628,1.0000,30132,1,,661,24,0.0363,0,0,,637,382,0.5997,1785,2577,305,2882,results/ss/victim_stream_vc2_d8__dl1:16:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d8__dl1:16:32:1:l__ul2:32768:64:4:l,test-lswlr,victim_stream,0.0270,0.1120,1.0000,9367,1,,536,20,0.0373,0,0,,516,354,0.6860,1134,1762,253,2015,results/ss/victim_stream_vc2_d8__dl1:16:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d8__dl1:16:32:1:l__ul2:32768:64:4:l,test-math,victim_stream,0.0042,0.1340,1.0000,214193,1,,7710,962,0.1248,0,0,,6748,1171,0.1735,39039,49128,907,50035,results/ss/victim_stream_vc2_d8__dl1:16:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:16384:64:4:l,test-fmath,miss_stream,0.0110,0.0282,1.0000,53949,1,,0,0,,471,0,0.0000,471,297,0.6306,522,696,592,1288,results/ss/miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:16384:64:4:l,test-llong,miss_stream,0.0101,0.0418,1.0000,30132,1,,0,0,,440,0,0.0000,440,298,0.6773,426,568,305,873,results/ss/miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:16384:64:4:l,test-lswlr,miss_stream,0.0270,0.0909,1.0000,9367,1,,0,0,,435,0,0.0000,435,297,0.6828,414,552,253,805,results/ss/miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:16384:64:4:l,test-math,miss_stream,0.0042,0.0095,1.0000,214193,1,,0,0,,544,0,0.0000,544,316,0.5809,684,923,907,1830,results/ss/miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:16384:64:4:l,test-fmath,miss_stream,0.0110,0.0282,1.0000,53949,1,,0,0,,471,0,0.0000,471,297,0.6306,522,696,592,1288,results/ss/miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:16384:64:4:l,test-llong,miss_stream,0.0101,0.0418,1.0000,30132,1,,0,0,,440,0,0.0000,440,298,0.6773,426,568,305,873,results/ss/miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:16384:64:4:l,test-lswlr,miss_stream,0.0270,0.0909,1.0000,9367,1,,0,0,,435,0,0.0000,435,297,0.6828,414,552,253,805,results/ss/miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:16384:64:4:l,test-math,miss_stream,0.0042,0.0095,1.0000,214193,1,,0,0,,544,0,0.0000,544,316,0.5809,684,923,907,1830,results/ss/miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
victim_vc2__dl1:64:32:1:l__ul2:16384:64:4:l,test-fmath,victim,0.0110,0.0468,1.0000,53949,1,,782,53,0.0678,0,0,,0,0,,0,1304,592,1896,results/ss/victim_vc2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_victim.csv
victim_vc2__dl1:64:32:1:l__ul2:16384:64:4:l,test-llong,victim,0.0101,0.0518,1.0000,30132,1,,545,21,0.0385,0,0,,0,0,,0,953,305,1258,results/ss/victim_vc2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_victim.csv
victim_vc2__dl1:64:32:1:l__ul2:16384:64:4:l,test-lswlr,victim,0.0270,0.1016,1.0000,9367,1,,486,8,0.0165,0,0,,0,0,,0,876,253,1129,results/ss/victim_vc2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_victim.csv
victim_vc2__dl1:64:32:1:l__ul2:16384:64:4:l,test-math,victim,0.0042,0.0353,1.0000,214193,1,,2032,80,0.0394,0,0,,0,0,,0,3279,907,4186,results/ss/victim_vc2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_victim.csv
victim_vc16__dl1:1024:32:1:l__ul2:32768:64:4:l,test-fmath,victim,0.0110,0.0282,1.0000,53949,1,,471,0,0.0000,0,0,,0,0,,0,471,592,1063,results/ss/victim_vc16__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_victim.csv
victim_vc16__dl1:1024:32:1:l__ul2:32768:64:4:l,test-llong,victim,0.0101,0.0418,1.0000,30132,1,,440,0,0.0000,0,0,,0,0,,0,440,305,745,results/ss/victim_vc16__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_victim.csv
victim_vc16__dl1:1024:32:1:l__ul2:32768:64:4:l,test-lswlr,victim,0.0270,0.0909,1.0000,9367,1,,435,0,0.0000,0,0,,0,0,,0,435,253,688,results/ss/victim_vc16__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_victim.csv
victim_vc16__dl1:1024:32:1:l__ul2:32768:64:4:l,test-math,victim,0.0042,0.0095,1.0000,214193,1,,544,0,0.0000,0,0,,0,0,,0,555,907,1462,results/ss/victim_vc16__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_victim.csv
miss_stream_mc16_d2__dl1:256:32:1:l__ul2:16384:64:4:l,test-fmath,miss_stream,0.0110,0.0347,1.0000,53949,1,,0,0,,580,74,0.1276,506,199,0.3933,307,882,592,1474,results/ss/miss_stream_mc16_d2__dl1:256:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d2__dl1:256:32:1:l__ul2:16384:64:4:l,test-llong,miss_stream,0.0101,0.0457,1.0000,30132,1,,0,0,,481,11,0.0229,470,199,0.4234,271,748,305,1053,results/ss/miss_stream_mc16_d2__dl1:256:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d2__dl1:256:32:1:l__ul2:16384:64:4:l,test-lswlr,miss_stream,0.0270,0.0963,1.0000,9367,1,,0,0,,461,0,0.0000,461,201,0.4360,260,712,253,965,results/ss/miss_stream_mc16_d2__dl1:256:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d2__dl1:256:32:1:l__ul2:16384:64:4:l,test-math,miss_stream,0.0042,0.0140,1.0000,214193,1,,0,0,,806,155,0.1923,651,218,0.3349,433,1282,907,2189,results/ss/miss_stream_mc16_d2__dl1:256:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
victim_vc4__dl1:1024:32:1:l__ul2:16384:64:4:l,test-fmath,victim,0.0110,0.0282,1.0000,53949,1,,471,0,0.0000,0,0,,0,0,,0,471,592,1063,results/ss/victim_vc4__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_victim.csv
victim_vc4__dl1:1024:32:1:l__ul2:16384:64:4:l,test-llong,victim,0.0101,0.0418,1.0000,30132,1,,440,0,0.0000,0,0,,0,0,,0,440,305,745,results/ss/victim_vc4__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_victim.csv
victim_vc4__dl1:1024:32:1:l__ul2:16384:64:4:l,test-lswlr,victim,0.0270,0.0909,1.0000,9367,1,,435,0,0.0000,0,0,,0,0,,0,435,253,688,results/ss/victim_vc4__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_victim.csv
victim_vc4__dl1:1024:32:1:l__ul2:16384:64:4:l,test-math,victim,0.0042,0.0095,1.0000,214193,1,,544,0,0.0000,0,0,,0,0,,0,555,907,1462,results/ss/victim_vc4__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_victim.csv
miss_stream_mc16_d8__dl1:256:32:1:l__ul2:32768:64:4:l,test-fmath,miss_stream,0.0110,0.0347,1.0000,53949,1,,0,0,,580,73,0.1259,507,357,0.7041,1050,1468,592,2060,results/ss/miss_stream_mc16_d8__dl1:256:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d8__dl1:256:32:1:l__ul2:32768:64:4:l,test-llong,miss_stream,0.0101,0.0457,1.0000,30132,1,,0,0,,481,10,0.0208,471,350,0.7431,847,1174,305,1479,results/ss/miss_stream_mc16_d8__dl1:256:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d8__dl1:256:32:1:l__ul2:32768:64:4:l,test-lswlr,miss_stream,0.0270,0.0963,1.0000,9367,1,,0,0,,461,0,0.0000,461,350,0.7592,777,1080,253,1333,results/ss/miss_stream_mc16_d8__dl1:256:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d8__dl1:256:32:1:l__ul2:32768:64:4:l,test-math,miss_stream,0.0042,0.0140,1.0000,214193,1,,0,0,,806,167,0.2072,639,379,0.5931,1820,2496,907,3403,results/ss/miss_stream_mc16_d8__dl1:256:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_mc8__dl1:16:32:1:l__ul2:8192:64:4:l,test-fmath,miss,0.0110,0.1086,1.0000,53949,1,,0,0,,1814,531,0.2927,0,0,,0,2415,592,3007,results/ss/miss_mc8__dl1:16:32:1:l__ul2:8192:64:4:l/ss_miss.csv
miss_mc8__dl1:16:32:1:l__ul2:8192:64:4:l,test-llong,miss,0.0101,0.0628,1.0000,30132,1,,0,0,,661,63,0.0953,0,0,,0,1135,305,1440,results/ss/miss_mc8__dl1:16:32:1:l__ul2:8192:64:4:l/ss_miss.csv
miss_mc8__dl1:16:32:1:l__ul2:8192:64:4:l,test-lswlr,miss,0.0270,0.1120,1.0000,9367,1,,0,0,,536,55,0.1026,0,0,,0,947,253,1200,results/ss/miss_mc8__dl1:16:32:1:l__ul2:8192:64:4:l/ss_miss.csv
miss_mc8__dl1:16:32:1:l__ul2:8192:64:4:l,test-math,miss,0.0042,0.1340,1.0000,214193,1,,0,0,,7710,3397,0.4406,0,0,,0,8825,907,9732,results/ss/miss_mc8__dl1:16:32:1:l__ul2:8192:64:4:l/ss_miss.csv
miss_stream_mc4_d2__dl1:256:32:1:l__ul2:8192:64:4:l,test-fmath,miss_stream,0.0110,0.0347,1.0000,53949,1,,0,0,,580,70,0.1207,510,199,0.3902,311,890,592,1482,results/ss/miss_stream_mc4_d2__dl1:256:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:256:32:1:l__ul2:8192:64:4:l,test-llong,miss_stream,0.0101,0.0457,1.0000,30132,1,,0,0,,481,6,0.0125,475,199,0.4189,276,758,305,1063,results/ss/miss_stream_mc4_d2__dl1:256:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:256:32:1:l__ul2:8192:64:4:l,test-lswlr,miss_stream,0.0270,0.0963,1.0000,9367,1,,0,0,,461,0,0.0000,461,201,0.4360,260,712,253,965,results/ss/miss_stream_mc4_d2__dl1:256:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:256:32:1:l__ul2:8192:64:4:l,test-math,miss_stream,0.0042,0.0140,1.0000,214193,1,,0,0,,806,2,0.0025,804,222,0.2761,582,1580,907,2487,results/ss/miss_stream_mc4_d2__dl1:256:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:256:32:1:l__ul2:8192:64:4:l,test-fmath,miss_stream,0.0110,0.0347,1.0000,53949,1,,0,0,,580,70,0.1207,510,199,0.3902,311,890,592,1482,results/ss/miss_stream_mc4_d2__dl1:256:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:256:32:1:l__ul2:8192:64:4:l,test-llong,miss_stream,0.0101,0.0457,1.0000,30132,1,,0,0,,481,6,0.0125,475,199,0.4189,276,758,305,1063,results/ss/miss_stream_mc4_d2__dl1:256:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:256:32:1:l__ul2:8192:64:4:l,test-lswlr,miss_stream,0.0270,0.0963,1.0000,9367,1,,0,0,,461,0,0.0000,461,201,0.4360,260,712,253,965,results/ss/miss_stream_mc4_d2__dl1:256:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:256:32:1:l__ul2:8192:64:4:l,test-math,miss_stream,0.0042,0.0140,1.0000,214193,1,,0,0,,806,2,0.0025,804,222,0.2761,582,1580,907,2487,results/ss/miss_stream_mc4_d2__dl1:256:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
victim_vc16__dl1:64:32:1:l__ul2:8192:64:4:l,test-fmath,victim,0.0110,0.0468,1.0000,53949,1,,782,117,0.1496,0,0,,0,0,,0,1240,592,1832,results/ss/victim_vc16__dl1:64:32:1:l__ul2:8192:64:4:l/ss_victim.csv
victim_vc16__dl1:64:32:1:l__ul2:8192:64:4:l,test-llong,victim,0.0101,0.0518,1.0000,30132,1,,545,35,0.0642,0,0,,0,0,,0,939,305,1244,results/ss/victim_vc16__dl1:64:32:1:l__ul2:8192:64:4:l/ss_victim.csv
victim_vc16__dl1:64:32:1:l__ul2:8192:64:4:l,test-lswlr,victim,0.0270,0.1016,1.0000,9367,1,,486,11,0.0226,0,0,,0,0,,0,873,253,1126,results/ss/victim_vc16__dl1:64:32:1:l__ul2:8192:64:4:l/ss_victim.csv
victim_vc16__dl1:64:32:1:l__ul2:8192:64:4:l,test-math,victim,0.0042,0.0353,1.0000,214193,1,,2032,388,0.1909,0,0,,0,0,,0,2971,907,3878,results/ss/victim_vc16__dl1:64:32:1:l__ul2:8192:64:4:l/ss_victim.csv
victim_stream_vc8_d16__dl1:256:32:1:l__ul2:65536:64:4:l,test-fmath,victim_stream,0.0110,0.0347,1.0000,53949,1,,580,38,0.0655,0,0,,542,380,0.7011,2430,2860,592,3452,results/ss/victim_stream_vc8_d16__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc8_d16__dl1:256:32:1:l__ul2:65536:64:4:l,test-llong,victim_stream,0.0101,0.0457,1.0000,30132,1,,481,5,0.0104,0,0,,476,377,0.7920,1485,1790,305,2095,results/ss/victim_stream_vc8_d16__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc8_d16__dl1:256:32:1:l__ul2:65536:64:4:l,test-lswlr,victim_stream,0.0270,0.0963,1.0000,9367,1,,461,0,0.0000,0,0,,461,375,0.8134,1290,1568,253,1821,results/ss/victim_stream_vc8_d16__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc8_d16__dl1:256:32:1:l__ul2:65536:64:4:l,test-math,victim_stream,0.0042,0.0140,1.0000,214193,1,,806,77,0.0955,0,0,,729,419,0.5748,4650,5376,907,6283,results/ss/victim_stream_vc8_d16__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
miss_stream_mc4_d2__dl1:64:32:1:l__ul2:16384:64:4:l,test-fmath,miss_stream,0.0110,0.0468,1.0000,53949,1,,0,0,,782,125,0.1598,657,202,0.3075,455,1485,592,2077,results/ss/miss_stream_mc4_d2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:64:32:1:l__ul2:16384:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,36,0.0661,509,202,0.3969,307,1043,305,1348,results/ss/miss_stream_mc4_d2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:64:32:1:l__ul2:16384:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,14,0.0288,472,201,0.4258,271,940,253,1193,results/ss/miss_stream_mc4_d2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:64:32:1:l__ul2:16384:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,320,0.1575,1712,258,0.1507,1454,4235,907,5142,results/ss/miss_stream_mc4_d2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:64:32:1:l__ul2:16384:64:4:l,test-fmath,miss_stream,0.0110,0.0468,1.0000,53949,1,,0,0,,782,125,0.1598,657,202,0.3075,455,1485,592,2077,results/ss/miss_stream_mc4_d2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:64:32:1:l__ul2:16384:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,36,0.0661,509,202,0.3969,307,1043,305,1348,results/ss/miss_stream_mc4_d2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:64:32:1:l__ul2:16384:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,14,0.0288,472,201,0.4258,271,940,253,1193,results/ss/miss_stream_mc4_d2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
